spatial,temporal,interest,observation,reference
Michoac�n de Ocampo.Tanhuato,2021,Hombres.15_24.U07,-,1K
Michoac�n de Ocampo.Villamar,2021,Hombres.15_24.U07,-,1K
Morelos.Atlatlahucan,2021,Mujeres.15_24.U07,-,1K
Morelos.Ayala,2021,Mujeres.15_24.U07,-,1K
Morelos.Emiliano Zapata,2021,Hombres.15_24.U07,-,1K
Morelos.Emiliano Zapata,2021,Mujeres.15_24.U07,-,1K
Morelos.Jojutla,2021,Mujeres.15_24.U07,-,1K
Morelos.Yautepec,2021,Hombres.15_24.U07,-,1K
Nayarit.Ixtlán del Río,2021,Hombres.15_24.U07,-,1K
Nayarit.Ixtlán del Río,2021,Mujeres.15_24.U07,-,1K
Nayarit.Santiago Ixcuintla,2021,Mujeres.15_24.U07,-,1K
Nuevo Le�n.Cadereyta Jiménez,2021,Mujeres.15_24.U07,-,1K
Nuevo Le�n.Doctor Arroyo,2021,Hombres.15_24.U07,-,1K
Nuevo Le�n.General Zuazua,2021,Hombres.15_24.U07,-,1K
Nuevo Le�n.Linares,2021,Hombres.15_24.U07,-,1K
Nuevo Le�n.Montemorelos,2021,Hombres.15_24.U07,-,1K
Nuevo Le�n.Montemorelos,2021,Mujeres.15_24.U07,-,1K
Nuevo Le�n.Santiago,2021,Mujeres.15_24.U07,-,1K
Oaxaca.Heroica Ciudad de Huajuapan de León,2021,Mujeres.15_24.U07,-,1K
Oaxaca.Heroica Ciudad de Juchitán de Zaragoza,2021,Hombres.15_24.U07,-,1K
Oaxaca.Loma Bonita,2021,Hombres.15_24.U07,-,1K
Oaxaca.Salina Cruz,2021,Hombres.15_24.U07,-,1K
Oaxaca.Salina Cruz,2021,Mujeres.15_24.U07,-,1K
Oaxaca.San Felipe Jalapa de Díaz,2021,Hombres.15_24.U07,-,1K
Oaxaca.San Juan Cotzocón,2021,Hombres.15_24.U07,-,1K
Oaxaca.San Pablo Villa de Mitla,2021,Hombres.15_24.U07,-,1K
Oaxaca.Santo Domingo Tehuantepec,2021,Hombres.15_24.U07,-,1K
Oaxaca.San Juan Bautista Valle Nacional,2021,Mujeres.15_24.U07,-,1K
Puebla.Guadalupe Victoria,2021,Hombres.15_24.U07,-,1K
Puebla.Izúcar de Matamoros,2021,Hombres.15_24.U07,-,1K
Puebla.San Matías Tlalancaleca,2021,Hombres.15_24.U07,-,1K
Puebla.Tecamachalco,2021,Hombres.15_24.U07,-,1K
Puebla.Tecamachalco,2021,Mujeres.15_24.U07,-,1K
Puebla.Tepexi de Rodríguez,2021,Mujeres.15_24.U07,-,1K
Puebla.Teziutlán,2021,Hombres.15_24.U07,-,1K
Puebla.Teziutlán,2021,Mujeres.15_24.U07,-,1K
Puebla.Tochimilco,2021,Mujeres.15_24.U07,-,1K
Puebla.Zacatlán,2021,Hombres.15_24.U07,-,1K
Quer�taro.Huimilpan,2021,Hombres.15_24.U07,-,1K
San Luis Potos�.Rioverde,2021,Hombres.15_24.U07,-,1K
San Luis Potos�.Rioverde,2021,Mujeres.15_24.U07,-,1K
Sinaloa.Escuinapa,2021,Hombres.15_24.U07,-,1K
Sinaloa.Escuinapa,2021,Mujeres.15_24.U07,-,1K
Sonora.Agua Prieta,2021,Hombres.15_24.U07,-,1K
Sonora.Agua Prieta,2021,Mujeres.15_24.U07,-,1K
Sonora.Huatabampo,2021,Hombres.15_24.U07,-,1K
Tabasco.Balancán,2021,Hombres.15_24.U07,-,1K
Tabasco.Jalpa de Méndez,2021,Mujeres.15_24.U07,-,1K
Tabasco.Tenosique,2021,Mujeres.15_24.U07,-,1K
Tamaulipas.Miguel Alemán,2021,Hombres.15_24.U07,-,1K
Tlaxcala.Huamantla,2021,Hombres.15_24.U07,-,1K
Tlaxcala.Natívitas,2021,Hombres.15_24.U07,-,1K
Tlaxcala.San Pablo del Monte,2021,Hombres.15_24.U07,-,1K
Tlaxcala.San Pablo del Monte,2021,Mujeres.15_24.U07,-,1K
Tlaxcala.Tlaxcala,2021,Hombres.15_24.U07,-,1K
Tlaxcala.Tlaxcala,2021,Mujeres.15_24.U07,-,1K
Tlaxcala.Papalotla de Xicohténcatl,2021,Hombres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Naranjos Amatlán,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Coatepec,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Cosamaloapan de Carpio,2021,Hombres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Chinampa de Gorostiza,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Las Choapas,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Hueyapan de Ocampo,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Juan Rodríguez Clara,2021,Hombres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Martínez de la Torre,2021,Hombres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Misantla,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Oluta,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Orizaba,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Playa Vicente,2021,Hombres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Las Vigas de Ramírez,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Río Blanco,2021,Hombres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Río Blanco,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.San Juan Evangelista,2021,Hombres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Tlalixcoyan,2021,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.San Rafael,2021,Mujeres.15_24.U07,-,1K
Yucat�n.Tekax,2021,Mujeres.15_24.U07,-,1K
Yucat�n.Valladolid,2021,Hombres.15_24.U07,-,1K
Yucat�n.Valladolid,2021,Mujeres.15_24.U07,-,1K
Aguascalientes.Rincón de Romos,2022,Hombres.15_24.U07,-,1K
Coahuila de Zaragoza.Múzquiz,2022,Mujeres.15_24.U07,-,1K
Coahuila de Zaragoza.Parras,2022,Mujeres.15_24.U07,-,1K
Chiapas.El Porvenir,2022,Mujeres.15_24.U07,-,1K
Guanajuato.Abasolo,2022,Hombres.15_24.U07,-,1K
Guanajuato.Acámbaro,2022,Mujeres.15_24.U07,-,1K
Guerrero.Ometepec,2022,Hombres.15_24.U07,-,1K
Guerrero.Tlapa de Comonfort,2022,Hombres.15_24.U07,-,1K
Jalisco.Colotlán,2022,Mujeres.15_24.U07,-,1K
Jalisco.Magdalena,2022,Hombres.15_24.U07,-,1K
Jalisco.Zapotlanejo,2022,Hombres.15_24.U07,-,1K
M�xico.Hueypoxtla,2022,Mujeres.15_24.U07,-,1K
M�xico.Ixtapan de la Sal,2022,Mujeres.15_24.U07,-,1K
M�xico.Jilotepec,2022,Mujeres.15_24.U07,-,1K
M�xico.Temascaltepec,2022,Hombres.15_24.U07,-,1K
M�xico.Tenancingo,2022,Mujeres.15_24.U07,-,1K
M�xico.Teoloyucan,2022,Hombres.15_24.U07,-,1K
M�xico.Tlatlaya,2022,Hombres.15_24.U07,-,1K
Michoac�n de Ocampo.La Piedad,2022,Hombres.15_24.U07,-,1K
Morelos.Emiliano Zapata,2022,Hombres.15_24.U07,-,1K
Morelos.Tepalcingo,2022,Hombres.15_24.U07,-,1K
Morelos.Yecapixtla,2022,Hombres.15_24.U07,-,1K
Nuevo Le�n.Salinas Victoria,2022,Hombres.15_24.U07,-,1K
Oaxaca.Heroica Ciudad de Huajuapan de León,2022,Hombres.15_24.U07,-,1K
Oaxaca.Heroica Ciudad de Juchitán de Zaragoza,2022,Mujeres.15_24.U07,-,1K
Oaxaca.Putla Villa de Guerrero,2022,Mujeres.15_24.U07,-,1K
Oaxaca.Salina Cruz,2022,Mujeres.15_24.U07,-,1K
Oaxaca.Santa María Huatulco,2022,Hombres.15_24.U07,-,1K
Oaxaca.Santa María Huatulco,2022,Mujeres.15_24.U07,-,1K
Puebla.San Salvador el Seco,2022,Mujeres.15_24.U07,-,1K
San Luis Potos�.Charcas,2022,Hombres.15_24.U07,-,1K
San Luis Potos�.Rioverde,2022,Hombres.15_24.U07,-,1K
Tlaxcala.Tlaxcala,2022,Hombres.15_24.U07,-,1K
Tlaxcala.Tlaxcala,2022,Mujeres.15_24.U07,-,1K
Veracruz de Ignacio de la Llave.Gutiérrez Zamora,2022,Hombres.15_24.U07,-,1K
Yucat�n.Kanasín,2022,Mujeres.15_24.U07,-,1K
Chihuahua.Nuevo Casas Grandes,2020,Hombres.05_14.U07,-,1K
Guerrero.Juan R. Escudero,2020,Hombres.05_14.U07,-,1K
Jalisco.Autlán de Navarro,2020,Hombres.05_14.U07,-,1K
Michoac�n de Ocampo.La Piedad,2020,Hombres.05_14.U07,-,1K
Morelos.Emiliano Zapata,2020,Hombres.05_14.U07,-,1K
Oaxaca.Huautla de Jiménez,2020,Hombres.05_14.U07,-,1K
Oaxaca.Salina Cruz,2020,Hombres.05_14.U07,-,1K
Oaxaca.Tlacolula de Matamoros,2020,Hombres.05_14.U07,-,1K
Puebla.Xicotepec,2020,Mujeres.05_14.U07,-,1K
San Luis Potos�.Rioverde,2020,Mujeres.05_14.U07,-,1K
Tlaxcala.Apetatitlán de Antonio Carvajal,2020,Mujeres.05_14.U07,-,1K
Yucat�n.Oxkutzcab,2020,Hombres.05_14.U07,-,1K
Baja California.Tecate,2021,Hombres.05_14.U07,-,1K
Chiapas.Bella Vista,2021,Hombres.05_14.U07,-,1K
Guerrero.Ayutla de los Libres,2021,Hombres.05_14.U07,-,1K
Guerrero.Ometepec,2021,Hombres.05_14.U07,-,1K
Hidalgo.Tula de Allende,2021,Hombres.05_14.U07,-,1K
Jalisco.Encarnación de Díaz,2021,Hombres.05_14.U07,-,1K
M�xico.Chiautla,2021,Mujeres.05_14.U07,-,1K
M�xico.Jilotepec,2021,Mujeres.05_14.U07,-,1K
M�xico.San Mateo Atenco,2021,Mujeres.05_14.U07,-,1K
M�xico.Valle de Bravo,2021,Mujeres.05_14.U07,-,1K
Michoac�n de Ocampo.Sahuayo,2021,Mujeres.05_14.U07,-,1K
Morelos.Temoac,2021,Mujeres.05_14.U07,-,1K
Oaxaca.San Lucas Ojitlán,2021,Hombres.05_14.U07,-,1K
Oaxaca.San Lucas Ojitlán,2021,Mujeres.05_14.U07,-,1K
Puebla.Teziutlán,2021,Mujeres.05_14.U07,-,1K
Quer�taro.Cadereyta de Montes,2021,Mujeres.05_14.U07,-,1K
San Luis Potos�.Matehuala,2021,Mujeres.05_14.U07,-,1K
San Luis Potos�.Rioverde,2021,Hombres.05_14.U07,-,1K
Tlaxcala.Apetatitlán de Antonio Carvajal,2021,Hombres.05_14.U07,-,1K
Tlaxcala.Tlaxcala,2021,Hombres.05_14.U07,-,1K
Veracruz de Ignacio de la Llave.Río Blanco,2021,Hombres.05_14.U07,-,1K
Veracruz de Ignacio de la Llave.Tierra Blanca,2021,Mujeres.05_14.U07,-,1K
Yucat�n.Valladolid,2021,Hombres.05_14.U07,-,1K
Guanajuato.Salvatierra,2022,Mujeres.05_14.U07,-,1K
Hidalgo.Huichapan,2022,Hombres.05_14.U07,-,1K
Jalisco.Autlán de Navarro,2022,Mujeres.05_14.U07,-,1K
Michoac�n de Ocampo.Pátzcuaro,2022,Hombres.05_14.U07,-,1K
Morelos.Emiliano Zapata,2022,Hombres.05_14.U07,-,1K
Morelos.Emiliano Zapata,2022,Mujeres.05_14.U07,-,1K
Oaxaca.Putla Villa de Guerrero,2022,Hombres.05_14.U07,-,1K
Oaxaca.Putla Villa de Guerrero,2022,Mujeres.05_14.U07,-,1K
Oaxaca.Heroica Ciudad de Tlaxiaco,2022,Mujeres.05_14.U07,-,1K
Puebla.Tetela de Ocampo,2022,Hombres.05_14.U10,-,1K
Quer�taro.Cadereyta de Montes,2022,Mujeres.05_14.U07,-,1K
Tamaulipas.El Mante,2022,Mujeres.05_14.U07,-,1K
Veracruz de Ignacio de la Llave.Orizaba,2022,Hombres.05_14.U07,-,1K
Veracruz de Ignacio de la Llave.Río Blanco,2022,Hombres.05_14.U07,-,1K
Zacatecas.Jerez,2022,Hombres.05_14.U07,-,1K
Aguascalientes.Asientos,2020,Hombres.00_04.U07,-,1K
Aguascalientes.Calvillo,2020,Mujeres.00_04.U07,-,1K
Aguascalientes.Jesús María,2020,Hombres.00_04.U07,-,1K
Aguascalientes.Jesús María,2020,Mujeres.00_04.U07,-,1K
Coahuila de Zaragoza.Piedras Negras,2020,Mujeres.00_04.U07,-,1K
Colima.Villa de Álvarez,2020,Mujeres.00_04.U07,-,1K
Chiapas.Altamirano,2020,Mujeres.00_04.U07,-,1K
Chiapas.Bochil,2020,Mujeres.00_04.U07,-,1K
Chiapas.Comitán de Domínguez,2020,Mujeres.00_04.U07,-,1K
Ciudad de M�xico.Azcapotzalco,2020,Mujeres.00_04.U07,-,1K
Ciudad de M�xico.Benito Juárez,2020,Mujeres.00_04.U07,-,1K
Ciudad de M�xico.Miguel Hidalgo,2020,Hombres.00_04.U07,-,1K
Ciudad de M�xico.Miguel Hidalgo,2020,Mujeres.00_04.U07,-,1K
Durango.Lerdo,2020,Hombres.00_04.U07,-,1K
Guanajuato.Pénjamo,2020,Hombres.00_04.U07,-,1K
Guanajuato.San José Iturbide,2020,Hombres.00_04.U07,-,1K
Guerrero.Coyuca de Catalán,2020,Mujeres.00_04.U07,-,1K
Guerrero.Huitzuco de los Figueroa,2020,Hombres.00_04.U07,-,1K
Guerrero.Iguala de la Independencia,2020,Hombres.00_04.U07,-,1K
Guerrero.Iguala de la Independencia,2020,Mujeres.00_04.U07,-,1K
Guerrero.Taxco de Alarcón,2020,Mujeres.00_04.U07,-,1K
Guerrero.Tlapa de Comonfort,2020,Mujeres.00_04.U07,-,1K
Guerrero.Eduardo Neri,2020,Hombres.00_04.U07,-,1K
Guerrero.Eduardo Neri,2020,Mujeres.00_04.U07,-,1K
Jalisco.San Juan de los Lagos,2020,Hombres.00_04.U07,-,1K
Jalisco.Tapalpa,2020,Hombres.00_04.U07,-,1K
Jalisco.Tepatitlán de Morelos,2020,Hombres.00_04.U07,-,1K
Jalisco.Tepatitlán de Morelos,2020,Mujeres.00_04.U07,-,1K
M�xico.Amecameca,2020,Mujeres.00_04.U07,-,1K
M�xico.Ixtapan de la Sal,2020,Hombres.00_04.U07,-,1K
M�xico.Ixtlahuaca,2020,Mujeres.00_04.U07,-,1K
M�xico.Lerma,2020,Mujeres.00_04.U07,-,1K
M�xico.Metepec,2020,Hombres.00_04.U07,-,1K
M�xico.Metepec,2020,Mujeres.00_04.U07,-,1K
M�xico.Texcoco,2020,Hombres.00_04.U07,-,1K
M�xico.Texcoco,2020,Mujeres.00_04.U07,-,1K
M�xico.San José del Rincón,2020,Hombres.00_04.U07,-,1K
Michoac�n de Ocampo.Lázaro Cárdenas,2020,Hombres.00_04.U07,-,1K
Michoac�n de Ocampo.La Piedad,2020,Hombres.00_04.U07,-,1K
Morelos.Axochiapan,2020,Mujeres.00_04.U07,-,1K
Morelos.Emiliano Zapata,2020,Mujeres.00_04.U07,-,1K
Oaxaca.Huautla de Jiménez,2020,Mujeres.00_04.U07,-,1K
Oaxaca.Heroica Ciudad de Juchitán de Zaragoza,2020,Mujeres.00_04.U07,-,1K
Oaxaca.Oaxaca de Juárez,2020,Hombres.00_04.U07,-,1K
Oaxaca.Salina Cruz,2020,Mujeres.00_04.U07,-,1K
Oaxaca.San Pedro Pochutla,2020,Hombres.00_04.U07,-,1K
Oaxaca.Heroica Ciudad de Tlaxiaco,2020,Mujeres.00_04.U07,-,1K
Puebla.Atlixco,2020,Hombres.00_04.U07,-,1K
Puebla.San Andrés Cholula,2020,Hombres.00_04.U07,-,1K
Puebla.San Andrés Cholula,2020,Mujeres.00_04.U07,-,1K
Puebla.San Pedro Cholula,2020,Hombres.00_04.U07,-,1K
Quintana Roo.José María Morelos,2020,Mujeres.00_04.U07,-,1K
San Luis Potos�.Ciudad Valles,2020,Mujeres.00_04.U07,-,1K
San Luis Potos�.Xilitla,2020,Hombres.00_04.U07,-,1K
Tlaxcala.Contla de Juan Cuamatzi,2020,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Boca del Río,2020,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Martínez de la Torre,2020,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Orizaba,2020,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Poza Rica de Hidalgo,2020,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Río Blanco,2020,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Tantoyuca,2020,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Tuxpan,2020,Mujeres.00_04.U07,-,1K
Yucat�n.Tekax,2020,Hombres.00_04.U07,-,1K
Yucat�n.Valladolid,2020,Mujeres.00_04.U07,-,1K
Zacatecas.Zacatecas,2020,Hombres.00_04.U07,-,1K
Coahuila de Zaragoza.Acuña,2021,Hombres.00_04.U07,-,1K
Colima.Tecomán,2021,Hombres.00_04.U07,-,1K
Chiapas.Yajalón,2021,Mujeres.00_04.U07,-,1K
Ciudad de M�xico.Azcapotzalco,2021,Hombres.00_04.U07,-,1K
Ciudad de M�xico.Azcapotzalco,2021,Mujeres.00_04.U07,-,1K
Ciudad de M�xico.Benito Juárez,2021,Mujeres.00_04.U07,-,1K
Ciudad de M�xico.Miguel Hidalgo,2021,Hombres.00_04.U07,-,1K
Ciudad de M�xico.Miguel Hidalgo,2021,Mujeres.00_04.U07,-,1K
Guerrero.Iguala de la Independencia,2021,Hombres.00_04.U07,-,1K
Guerrero.Ometepec,2021,Hombres.00_04.U07,-,1K
Guerrero.Eduardo Neri,2021,Mujeres.00_04.U07,-,1K
Hidalgo.Huejutla de Reyes,2021,Mujeres.00_04.U07,-,1K
Hidalgo.Pachuca de Soto,2021,Hombres.00_04.U07,-,1K
Hidalgo.Pachuca de Soto,2021,Mujeres.00_04.U07,-,1K
Hidalgo.Tula de Allende,2021,Mujeres.00_04.U07,-,1K
Jalisco.Zapotlán el Grande,2021,Hombres.00_04.U07,-,1K
Jalisco.Zapotlán el Grande,2021,Mujeres.00_04.U07,-,1K
M�xico.Amanalco,2021,Mujeres.00_04.U07,-,1K
M�xico.Atlacomulco,2021,Hombres.00_04.U07,-,1K
M�xico.Atlacomulco,2021,Mujeres.00_04.U07,-,1K
M�xico.Cuautitlán,2021,Hombres.00_04.U07,-,1K
M�xico.Cuautitlán,2021,Mujeres.00_04.U07,-,1K
M�xico.Huehuetoca,2021,Mujeres.00_04.U07,-,1K
M�xico.Ixtlahuaca,2021,Hombres.00_04.U07,-,1K
M�xico.Metepec,2021,Hombres.00_04.U07,-,1K
M�xico.San Felipe del Progreso,2021,Hombres.00_04.U07,-,1K
M�xico.Valle de Bravo,2021,Hombres.00_04.U07,-,1K
M�xico.San José del Rincón,2021,Hombres.00_04.U07,-,1K
M�xico.San José del Rincón,2021,Mujeres.00_04.U07,-,1K
Michoac�n de Ocampo.Puruándiro,2021,Mujeres.00_04.U07,-,1K
Michoac�n de Ocampo.Los Reyes,2021,Hombres.00_04.U07,-,1K
Michoac�n de Ocampo.Salvador Escalante,2021,Hombres.00_04.U07,-,1K
Michoac�n de Ocampo.Zacapu,2021,Hombres.00_04.U07,-,1K
Michoac�n de Ocampo.Zamora,2021,Mujeres.00_04.U07,-,1K
Morelos.Emiliano Zapata,2021,Hombres.00_04.U07,-,1K
Morelos.Emiliano Zapata,2021,Mujeres.00_04.U07,-,1K
Oaxaca.Heroica Ciudad de Huajuapan de León,2021,Hombres.00_04.U07,-,1K
Oaxaca.Heroica Ciudad de Huajuapan de León,2021,Mujeres.00_04.U07,-,1K
Oaxaca.Huautla de Jiménez,2021,Hombres.00_04.U07,-,1K
Oaxaca.Oaxaca de Juárez,2021,Mujeres.00_04.U07,-,1K
Oaxaca.Putla Villa de Guerrero,2021,Mujeres.00_04.U07,-,1K
Oaxaca.San Juan Bautista Tuxtepec,2021,Hombres.00_04.U07,-,1K
Oaxaca.San Pedro Pochutla,2021,Hombres.00_04.U07,-,1K
Oaxaca.San Pedro Pochutla,2021,Mujeres.00_04.U07,-,1K
Oaxaca.Heroica Ciudad de Tlaxiaco,2021,Hombres.00_04.U07,-,1K
Oaxaca.Santiago Juxtlahuaca,2021,Hombres.00_04.U07,-,1K
Puebla.Acatzingo,2021,Mujeres.00_04.U07,-,1K
Puebla.Atlixco,2021,Hombres.00_04.U07,-,1K
Puebla.San Andrés Cholula,2021,Hombres.00_04.U07,-,1K
Puebla.San Andrés Cholula,2021,Mujeres.00_04.U07,-,1K
Puebla.Tecamachalco,2021,Mujeres.00_04.U07,-,1K
Puebla.Teziutlán,2021,Mujeres.00_04.U07,-,1K
Quer�taro.El Marqués,2021,Hombres.00_04.U07,-,1K
Quintana Roo.Othón P. Blanco,2021,Mujeres.00_04.U07,-,1K
San Luis Potos�.Ciudad Valles,2021,Hombres.00_04.U07,-,1K
Tabasco.Emiliano Zapata,2021,Hombres.00_04.U07,-,1K
Tamaulipas.El Mante,2021,Hombres.00_04.U07,-,1K
Tlaxcala.Tlaxcala,2021,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Martínez de la Torre,2021,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Minatitlán,2021,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Minatitlán,2021,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Orizaba,2021,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Poza Rica de Hidalgo,2021,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Poza Rica de Hidalgo,2021,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Río Blanco,2021,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Sayula de Alemán,2021,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Tihuatlán,2021,Hombres.00_04.U07,-,1K
Yucat�n.Izamal,2021,Mujeres.00_04.U07,-,1K
Zacatecas.Zacatecas,2021,Hombres.00_04.U07,-,1K
Colima.Colima,2022,Hombres.00_04.U07,-,1K
Chiapas.Tonalá,2022,Mujeres.00_04.U07,-,1K
Chihuahua.Nuevo Casas Grandes,2022,Hombres.00_04.U07,-,1K
Ciudad de M�xico.Azcapotzalco,2022,Hombres.00_04.U07,-,1K
Ciudad de M�xico.Azcapotzalco,2022,Mujeres.00_04.U07,-,1K
Ciudad de M�xico.Benito Juárez,2022,Mujeres.00_04.U07,-,1K
Ciudad de M�xico.Miguel Hidalgo,2022,Hombres.00_04.U07,-,1K
Durango.Lerdo,2022,Mujeres.00_04.U07,-,1K
Guanajuato.Acámbaro,2022,Mujeres.00_04.U07,-,1K
Guanajuato.San José Iturbide,2022,Hombres.00_04.U07,-,1K
Guanajuato.San Luis de la Paz,2022,Mujeres.00_04.U07,-,1K
Guerrero.Eduardo Neri,2022,Hombres.00_04.U07,-,1K
Guerrero.Eduardo Neri,2022,Mujeres.00_04.U07,-,1K
Hidalgo.Actopan,2022,Mujeres.00_04.U07,-,1K
Hidalgo.Pachuca de Soto,2022,Mujeres.00_04.U07,-,1K
Hidalgo.Tula de Allende,2022,Hombres.00_04.U07,-,1K
M�xico.Cuautitlán,2022,Mujeres.00_04.U07,-,1K
M�xico.Donato Guerra,2022,Hombres.00_04.U07,-,1K
M�xico.Melchor Ocampo,2022,Hombres.00_04.U07,-,1K
M�xico.Metepec,2022,Hombres.00_04.U07,-,1K
M�xico.Temoaya,2022,Mujeres.00_04.U07,-,1K
M�xico.Texcoco,2022,Hombres.00_04.U07,-,1K
Michoac�n de Ocampo.Charo,2022,Hombres.00_04.U07,-,1K
Michoac�n de Ocampo.Zitácuaro,2022,Hombres.00_04.U07,-,1K
Morelos.Cuautla,2022,Mujeres.00_04.U07,-,1K
Morelos.Emiliano Zapata,2022,Mujeres.00_04.U07,-,1K
Nayarit.Del Nayar,2022,Hombres.00_04.U07,-,1K
Nayarit.Bahía de Banderas,2022,Mujeres.00_04.U07,-,1K
Oaxaca.Heroica Ciudad de Huajuapan de León,2022,Mujeres.00_04.U07,-,1K
Oaxaca.San Juan Bautista Tuxtepec,2022,Mujeres.00_04.U07,-,1K
Oaxaca.San Pedro Pochutla,2022,Hombres.00_04.U07,-,1K
Puebla.San Andrés Cholula,2022,Hombres.00_04.U07,-,1K
Puebla.San Andrés Cholula,2022,Mujeres.00_04.U07,-,1K
Quer�taro.El Marqués,2022,Mujeres.00_04.U07,-,1K
Quintana Roo.Felipe Carrillo Puerto,2022,Hombres.00_04.U07,-,1K
San Luis Potos�.Ciudad Valles,2022,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Córdoba,2022,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Chocamán,2022,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Minatitlán,2022,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Poza Rica de Hidalgo,2022,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Río Blanco,2022,Hombres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Álamo Temapache,2022,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Tlapacoyan,2022,Mujeres.00_04.U07,-,1K
Veracruz de Ignacio de la Llave.Tuxpan,2022,Hombres.00_04.U07,-,1K
Yucat�n.Valladolid,2022,Hombres.00_04.U07,-,1K
Yucat�n.Valladolid,2022,Mujeres.00_04.U07,-,1K
Zacatecas.Zacatecas,2022,Hombres.00_04.U07,-,1K
Aguascalientes.San José de Gracia,2020,Total.Total.U071,-,1K
Aguascalientes.San José de Gracia,2020,Total.Total.U072,-,1K
Campeche.Palizada,2020,Total.Total.U071,-,1K
Coahuila de Zaragoza.Candela,2020,Total.Total.U071,-,1K
Coahuila de Zaragoza.Morelos,2020,Total.Total.U072,-,1K
Coahuila de Zaragoza.Nadadores,2020,Total.Total.U071,-,1K
Coahuila de Zaragoza.Nadadores,2020,Total.Total.U072,-,1K
Coahuila de Zaragoza.Progreso,2020,Total.Total.U071,-,1K
Coahuila de Zaragoza.Sacramento,2020,Total.Total.U071,-,1K
Coahuila de Zaragoza.Villa Unión,2020,Total.Total.U071,-,1K
Chiapas.Metapa,2020,Total.Total.U071,-,1K
Chiapas.Metapa,2020,Total.Total.U072,-,1K
Chihuahua.Allende,2020,Total.Total.U071,-,1K
Chihuahua.Allende,2020,Total.Total.U072,-,1K
Chihuahua.Bachíniva,2020,Total.Total.U071,-,1K
Chihuahua.Coronado,2020,Total.Total.U072,-,1K
Chihuahua.La Cruz,2020,Total.Total.U071,-,1K
Chihuahua.Cusihuiriachi,2020,Total.Total.U071,-,1K
Chihuahua.Galeana,2020,Total.Total.U072,-,1K
Chihuahua.Gómez Farías,2020,Total.Total.U071,-,1K
Chihuahua.Gómez Farías,2020,Total.Total.U072,-,1K
Chihuahua.Gran Morelos,2020,Total.Total.U072,-,1K
Chihuahua.Guadalupe,2020,Total.Total.U072,-,1K
Chihuahua.Guazapares,2020,Total.Total.U072,-,1K
Chihuahua.Ignacio Zaragoza,2020,Total.Total.U071,-,1K
Chihuahua.Ignacio Zaragoza,2020,Total.Total.U072,-,1K
Chihuahua.Julimes,2020,Total.Total.U072,-,1K
Chihuahua.Matachí,2020,Total.Total.U071,-,1K
Chihuahua.Matamoros,2020,Total.Total.U072,-,1K
